Time,EEG
2.498,113.7121964
2.5,92.65491486
2.502,29.30095863
2.504,66.72399902
2.506,31.68778801
2.508,74.18313599
2.51,68.44444275
2.512,-17.99539948
2.514,37.69857788
2.516,130.980423
2.518,123.1805801
2.52,59.80072403
2.522,61.37984848
2.524,79.39778137
2.526,21.28494263
2.528,18.40163803
2.53,85.96305847
2.532,131.3645935
2.534,109.628685
2.536,150.3547211
2.538,116.0265274
2.54,61.81807709
2.542,68.22771454
2.544,128.6598969
2.546,89.23181915
2.548,141.6968079
2.55,154.0486145
2.552,170.3001862
2.554,110.4883881
2.556,-24.46968079
2.558,25.3732357
2.56,61.81793976
2.562,45.70772934
2.564,76.67247772
2.566,124.333847
2.568,101.466629
2.57,108.8028488
2.572,72.52497864
2.574,38.22614288
2.576,-22.84086418
2.578,-17.24177742
2.58,9.865956306
2.582,13.64391422
2.584,5.957148552
2.586,-25.62094116
2.588,-29.32881355
2.59,-42.5520134
2.592,-28.28745651
2.594,-37.00711823
2.596,-104.9584656
2.598,-113.4925461
2.6,-11.44586086
2.602,19.66238976
2.604,32.86488342
2.606,-34.87601089
2.608,-55.17620087
2.61,-39.9847641
2.612,27.49747658
2.614,42.98538208
2.616,24.47293854
2.618,11.78601933
2.62,-64.83984375
2.622,-19.03838539
2.624,-60.64110565
2.626,-151.3168335
2.628,-66.05066681
2.63,-4.756169796
2.632,48.03977966
2.634,15.28847122
2.636,-37.03392792
2.638,-46.2142334
2.64,-45.60521698
2.642,5.230808258
2.644,10.15512657
2.646,25.47805786
2.648,92.74758911
2.65,121.9546738
2.652,160.4293213
2.654,179.3357086
2.656,140.5935669
2.658,132.2879028
2.66,171.9562531
2.662,153.7568207
2.664,124.5150909
2.666,120.2448654
2.668,63.31618881
2.67,144.3130646
2.672,152.1624298
2.674,159.7006683
2.676,136.5920715
2.678,20.99709702
2.68,-4.028198242
2.682,101.0995483
2.684,97.23682404
2.686,80.46060181
2.688,55.73377991
2.69,91.00817108
2.692,168.9872742
2.694,146.2539673
2.696,112.89888
2.698,155.067688
2.7,103.3194962
2.702,154.5261841
2.704,155.928421
2.706,111.2843704
2.708,61.94449615
2.71,52.49180984
2.712,73.85733032
2.714,66.03011322
2.716,73.76447296
2.718,63.60447311
2.72,76.35331726
2.722,35.96958542
2.724,51.00651169
2.726,-18.28150368
2.728,88.0631485
2.73,44.50443649
2.732,104.8077621
2.734,56.23591232
2.736,8.915769577
2.738,-0.457246214
2.74,7.588861942
2.742,-34.85123444
2.744,-47.72086334
2.746,-48.96528244
2.748,-130.9542694
2.75,-99.22163391
2.752,-45.88283157
2.754,47.04444885
2.756,126.9990082
2.758,-3.279481411
2.76,-69.6485672
2.762,-63.91416168
2.764,-1.855321407
2.766,25.40420914
2.768,-25.52785492
2.77,-15.37098598
2.772,27.13764572
2.774,23.82627869
2.776,58.05422211
2.778,52.04570389
2.78,4.674828529
2.782,10.33896351
2.784,115.7392654
2.786,124.1745148
2.788,54.09978104
2.79,82.52619171
2.792,74.70620728
2.794,70.28987122
2.796,-1.32517004
2.798,-9.288103104
2.8,-78.52462006
2.802,7.192234993
2.804,127.4955063
2.806,69.38920593
2.808,39.31883621
2.81,31.12226868
2.812,83.07814026
2.814,123.4229507
2.816,137.5295258
2.818,96.42103577
2.82,131.8896332
2.822,145.3148499
2.824,191.8452148
2.826,269.2728577
2.828,184.5575714
2.83,188.8174896
2.832,228.7404938
2.834,172.9467468
2.836,131.0875854
2.838,170.2847595
2.84,184.0030975
2.842,258.812561
2.844,185.3773041
2.846,62.60549164
2.848,46.12378311
2.85,-59.21033478
2.852,65.24189758
2.854,91.49689484
2.856,94.36000824
2.858,78.40864563
2.86,37.40702438
2.862,136.1688995
2.864,102.7627258
2.866,84.70207214
2.868,24.68251801
2.87,-11.63085938
2.872,30.76541328
2.874,32.12016296
2.876,71.78942871
2.878,72.12978363
2.88,-24.57830429
2.882,37.02628326
2.884,56.32219315
2.886,113.9116669
2.888,98.28849792
2.89,109.6457291
2.892,110.5540771
2.894,52.41637039
2.896,9.13478756
2.898,46.89202881
2.9,20.3638916
2.902,-2.028048754
2.904,2.194103003
2.906,-29.18378448
2.908,-19.79313469
2.91,20.94321442
2.912,13.9378767
2.914,-41.56983566
2.916,-54.9876442
2.918,-40.99526596
2.92,-16.36521339
2.922,34.53787994
2.924,-26.56316948
2.926,-34.98779297
2.928,19.97375679
2.93,24.73844147
2.932,83.60160065
2.934,62.08420563
2.936,11.25350571
2.938,62.27638245
2.94,76.45929718
2.942,66.22103882
2.944,13.17647457
2.946,-2.893992662
2.948,-21.88809204
2.95,7.397357464
2.952,-22.81418419
2.954,10.1418047
2.956,32.24311066
2.958,-0.814547658
2.96,6.701066494
2.962,-17.07257843
2.964,-43.17303467
2.966,44.48167801
2.968,122.7105713
2.97,151.6852875
2.972,124.1366119
2.974,-3.045929909
2.976,-97.28012848
2.978,-120.1087112
2.98,-151.3799286
2.982,-199.9633026
2.984,-149.6413574
2.986,-110.7346573
2.988,-91.74221039
2.99,-81.53575897
2.992,-143.535141
2.994,-222.3340302
2.996,-222.2216034
2.998,-163.0649719
3,-57.03111267
3.002,-20.77417374
3.004,20.96032906
3.006,-35.29802704
3.008,-48.86313629
3.01,-93.21977997
3.012,-54.78384781
3.014,-63.31257248
3.016,-25.64876366
3.018,-10.43325806
3.02,-14.09087563
3.022,-31.77156067
3.024,12.90348911
3.026,11.81120777
3.028,8.635100365
3.03,27.61706543
3.032,61.38600922
3.034,28.5369854
3.036,-36.17788696
3.038,-22.61821938
3.04,-43.07083511
3.042,1.817630053
3.044,-74.69399261
3.046,-28.51050949
3.048,-54.66651154
3.05,-124.7232513
3.052,-43.07625198
3.054,8.820516586
3.056,71.57907104
3.058,10.01286316
3.06,40.71248627
3.062,77.89698029
3.064,23.65162468
3.066,-45.85309601
3.068,-118.695961
3.07,-106.3108673
3.072,-93.95687103
3.074,-40.05860901
3.076,5.629584789
3.078,66.72109985
3.08,87.22138214
3.082,103.0656052
3.084,7.92955637
3.086,-34.58691406
3.088,-102.5064926
3.09,-30.10633087
3.092,-38.1123848
3.094,-171.3373108
3.096,-110.0849152
3.098,-65.47253418
3.1,-21.81762886
3.102,-68.39076996
3.104,-0.999131978
3.106,-37.19189835
3.108,-37.57891083
3.11,-83.52091217
3.112,4.193433762
3.114,39.30278778
3.116,88.71701813
3.118,72.28944397
3.12,16.57518005
3.122,109.1730728
3.124,167.322876
3.126,160.5161438
3.128,115.9228134
3.13,96.15853882
3.132,78.85585785
3.134,56.29877853
3.136,35.76541901
3.138,44.42638779
3.14,49.56290817
3.142,53.47262192
3.144,-10.59530354
3.146,8.163583755
3.148,-99.8086853
3.15,-150.3303833
3.152,-138.0521393
3.154,-88.78299713
3.156,-21.26767349
3.158,-10.05416298
3.16,48.92234039
3.162,5.584735394
3.164,-46.85529327
3.166,-18.76807785
3.168,-30.4188385
3.17,6.222845554
3.172,-29.8309021
3.174,-14.64861107
3.176,4.135777473
3.178,-75.04347992
3.18,-68.69955444
3.182,-41.42744064
3.184,12.43201351
3.186,70.4128418
3.188,86.99311829
3.19,63.90450287
3.192,43.94535828
3.194,55.35253525
3.196,-13.48982906
3.198,5.832132339
3.2,-11.08776951
3.202,45.52627945
3.204,39.21134186
3.206,41.45543289
3.208,1.965423226
3.21,-37.84716415
3.212,-68.83542633
3.214,2.912516832
3.216,104.6302567
3.218,188.3765259
3.22,157.9779816
3.222,137.6057587
3.224,122.7184677
3.226,41.79885864
3.228,-12.72012138
3.23,-2.719695091
3.232,-17.01846695
3.234,-51.97393036
3.236,37.76522827
3.238,38.15649414
3.24,3.445733786
3.242,33.62233734
3.244,89.16600037
3.246,62.126194
3.248,61.41161728
3.25,63.0714798
3.252,74.32151794
3.254,99.20711517
3.256,97.19294739
3.258,117.1190414
3.26,105.6358566
3.262,91.78502655
3.264,45.26425934
3.266,60.07489014
3.268,105.7269287
3.27,77.58538055
3.272,161.5235901
3.274,155.0846863
3.276,104.0479889
3.278,64.52674103
3.28,118.2081604
3.282,153.4863129
3.284,69.56575012
3.286,59.86992264
3.288,41.04492188
3.29,18.16925621
3.292,-11.84025288
3.294,-18.3784523
3.296,-31.3426609
3.298,-35.63517761
3.3,-16.13010406
3.302,36.30699539
3.304,70.67321014
3.306,74.15203094
3.308,88.39055634
3.31,4.938662052
3.312,23.86087799
3.314,-3.138351679
3.316,7.856717587
3.318,-33.68228531
3.32,-85.3875351
3.322,-72.15419769
3.324,-17.87225723
3.326,17.98902893
3.328,12.49913502
3.33,21.7776947
3.332,30.7980423
3.334,29.10974693
3.336,-1.481573701
3.338,-9.654458046
3.34,6.983714581
3.342,25.17718697
3.344,68.7128067
3.346,63.85714722
3.348,51.47622681
3.35,32.51302719
3.352,-1.816539526
3.354,-17.76601219
3.356,-81.83097839
3.358,-108.572876
3.36,-87.58269501
3.362,-57.01942825
3.364,-83.92698669
3.366,-111.9952774
3.368,-74.25154114
3.37,-52.9383316
3.372,-71.61573029
3.374,-47.87674332
3.376,-78.34752655
3.378,-86.56334686
3.38,-28.18629837
3.382,-9.629715919
3.384,-35.22455597
3.386,-78.17410278
3.388,-62.02359772
3.39,-91.19918823
3.392,-78.25572968
3.394,-120.803421
3.396,-98.8130188
3.398,-91.05464935
3.4,-60.51477432
3.402,-24.69221687
3.404,-9.076715469
3.406,-159.4052734
3.408,-76.95487213
3.41,-116.0342407
3.412,-178.0228729
3.414,-173.0398712
3.416,-139.1813049
3.418,-114.788826
3.42,-117.8753433
3.422,-128.8328094
3.424,-218.4108429
3.426,-150.1038513
3.428,-105.1536102
3.43,-87.26377869
3.432,-88.61253357
3.434,4.712825298
3.436,76.43606567
3.438,79.72167969
3.44,66.18392181
3.442,79.93300629
3.444,84.96935272
3.446,76.78684998
3.448,133.7300873
3.45,113.5085373
3.452,140.1257019
3.454,165.6128387
3.456,233.4551697
3.458,201.1396484
3.46,175.5910034
3.462,163.8886719
3.464,152.5123596
3.466,139.2306976
3.468,134.2881012
3.47,213.4550476
3.472,215.6720734
3.474,234.7682495
3.476,223.2576294
3.478,192.3390198
3.48,110.5336761
3.482,132.1022034
3.484,83.92687225
3.486,-1.249538064
3.488,17.75472832
3.49,150.9882507
3.492,210.1248016
3.494,204.7174072
3.496,184.5594177
3.498,112.9195023
3.5,105.4210129
3.502,132.0267334
3.504,133.3152466
3.506,102.6747589
3.508,65.48247528
3.51,81.90080261
3.512,79.17855835
3.514,84.46490479
3.516,92.09547424
3.518,79.12981415
3.52,61.96622467
3.522,63.9743309
3.524,87.421875
3.526,102.776886
3.528,40.50933838
3.53,50.85459137
3.532,94.45032501
3.534,72.12223816
3.536,-2.870718956
3.538,-13.56467915
3.54,-11.32649899
3.542,5.288469315
3.544,34.57558441
3.546,81.29998016
3.548,82.12225342
3.55,85.99845123
3.552,71.5111618
3.554,-56.89896011
3.556,-141.1402588
3.558,-174.2307281
3.56,-144.3865509
3.562,-63.11876297
3.564,-11.6675787
3.566,-22.75061607
3.568,-16.03869438
3.57,-151.6211548
3.572,-119.2964706
3.574,-59.56523132
3.576,-19.94252396
3.578,6.105578423
3.58,-21.0531311
3.582,-7.661980152
3.584,49.37942123
3.586,39.34032822
3.588,32.15857315
3.59,-36.54557037
3.592,22.03611565
3.594,94.23103333
3.596,114.9438095
3.598,78.31747437
3.6,90.02884674
3.602,95.52625275
3.604,47.37827301
3.606,78.97827148
3.608,141.3805237
3.61,119.4955978
3.612,161.1158447
3.614,211.4364929
3.616,179.1381683
3.618,180.1851196
3.62,150.7639008
3.622,78.76919556
3.624,59.87267685
3.626,79.84062195
3.628,36.19440842
3.63,30.93103409
3.632,-0.334710628
3.634,5.373399258
3.636,90.52088165
3.638,204.2234802
3.64,131.2958374
3.642,86.42142487
3.644,21.31864548
3.646,-2.623894691
3.648,97.45875549
3.65,102.7633057
3.652,115.0628128
3.654,8.244582176
3.656,-8.361066818
3.658,13.21779156
3.66,-12.46999645
3.662,-57.43580246
3.664,-48.54715347
3.666,-43.96604919
3.668,-43.2129097
3.67,28.16532898
3.672,-24.25633812
3.674,-104.8919601
3.676,-126.4988327
3.678,-62.5706749
3.68,-49.34733963
3.682,-79.9040451
3.684,-89.47941589
3.686,-87.06030273
3.688,-105.3123169
3.69,-58.69454193
3.692,-60.25117874
3.694,-39.93941498
3.696,-70.55034637
3.698,-139.8132172
3.7,-147.9216003
3.702,-140.5681152
3.704,-120.7176208
3.706,-185.0450745
3.708,-85.42699432
3.71,-56.12994003
3.712,-39.5819664
3.714,-56.17310715
3.716,-86.30741882
3.718,-57.18325424
3.72,37.89937592
3.722,59.20547867
3.724,22.33012199
3.726,29.10685539
3.728,20.85295868
3.73,-18.89691162
3.732,3.38690114
3.734,29.35306549
3.736,-74.5370636
3.738,-30.79883957
3.74,-59.99374008
3.742,-74.79418182
3.744,-29.52443886
3.746,-62.21004486
3.748,-49.14316559
3.75,-49.10744095
3.752,-29.33774567
3.754,-92.96666718
3.756,-95.25072479
3.758,-11.66540813
3.76,66.36898041
3.762,-18.29381561
3.764,-63.87298965
3.766,-27.18080711
3.768,-18.89625359
3.77,-80.28800964
3.772,-120.3709183
3.774,-130.0558929
3.776,-108.0533142
3.778,-113.5631561
3.78,-134.1503754
3.782,-160.4925232
3.784,-117.6820679
3.786,-121.2771072
3.788,-138.2395782
3.79,-109.7043381
3.792,-95.47622681
3.794,-165.8668976
3.796,-122.3151169
3.798,-113.1348877
3.8,-151.4854584
3.802,-122.5180054
3.804,-107.9888687
3.806,-79.01565552
3.808,-100.0044937
3.81,-80.76506042
3.812,-100.7114334
3.814,-148.3525085
3.816,-243.436676
3.818,-326.6034851
3.82,-366.4889221
3.822,-329.5539551
3.824,-293.2750549
3.826,-293.8224487
3.828,-200.6999512
3.83,-196.4981232
3.832,-250.1534119
3.834,-316.1595764
3.836,-328.7704468
3.838,-345.1171875
3.84,-318.8370667
3.842,-311.3658142
3.844,-296.1105957
3.846,-317.6418762
3.848,-321.4803772
3.85,-322.835907
3.852,-304.0319824
3.854,-275.8924255
3.856,-241.6372528
3.858,-183.2280884
3.86,-225.2276306
3.862,-215.2192078
3.864,-198.499939
3.866,-166.8878021
3.868,-228.898819
3.87,-228.5597992
3.872,-180.0065308
3.874,-93.47436523
3.876,-121.5572739
3.878,-153.8192291
3.88,-159.7239075
3.882,-101.0053635
3.884,-93.81571198
3.886,-134.7380981
3.888,-129.3840637
3.89,-87.47239685
3.892,-57.14208603
3.894,-49.3728981
3.896,-49.81030273
3.898,-144.6464844
3.9,-164.9488068
3.902,-197.9637299
3.904,-189.8932037
3.906,-202.646637
3.908,-162.5692902
3.91,-22.01076126
3.912,-63.23168945
3.914,-90.25650787
3.916,-101.5178528
3.918,-133.2034912
3.92,-170.0169678
3.922,-161.8307495
3.924,-89.84851074
3.926,-80.27251434
3.928,-65.29743958
3.93,-38.62109375
3.932,8.351585388
3.934,-79.38171387
3.936,-180.2604065
3.938,-241.8212433
3.94,-211.2841034
3.942,-112.1410522
3.944,-140.1629639
3.946,-130.8986206
3.948,-143.6331177
3.95,-166.5228577
3.952,-149.1615906
3.954,-128.7468719
3.956,-94.22212219
3.958,-38.75779724
3.96,-59.53720856
3.962,-79.29563141
3.964,-104.7098694
3.966,-79.45349884
3.968,-113.320694
3.97,-102.9470901
3.972,-50.43156052
3.974,-18.85658264
3.976,-4.403965473
3.978,-21.64186096
3.98,-24.86379814
3.982,-32.22073746
3.984,-7.428420067
3.986,10.29186249
3.988,-59.29138947
3.99,-51.04131317
3.992,-136.6110382
3.994,-82.20631409
3.996,-39.77887344
3.998,-20.40003204
4,36.83836365
4.002,56.01138306
4.004,-2.461598635
4.006,-9.268443108
4.008,-47.31824875
4.01,-99.72410583
4.012,7.609151363
4.014,19.40776634
4.016,169.929184
4.018,107.8771515
4.02,24.53764343
4.022,2.524273872
4.024,83.73404694
4.026,133.7822418
4.028,39.54488754
4.03,55.01455688
4.032,40.09340286
4.034,-26.91994476
4.036,-52.17422104
4.038,-122.1523132
4.04,-152.8497162
4.042,-92.90015411
4.044,-42.76156616
4.046,7.135629654
4.048,34.41766739
4.05,55.29195404
4.052,18.38464355
4.054,-16.41364098
4.056,-38.80513382
4.058,-80.80283356
4.06,-63.29390717
4.062,-38.22986603
4.064,-11.54112911
4.066,16.73899269
4.068,33.67988205
4.07,1.196432829
4.072,-20.52387047
4.074,-33.89443207
4.076,-32.81099701
4.078,-107.9855957
4.08,-175.3619995
4.082,-189.1131439
4.084,-169.8267975
4.086,-115.0386429
4.088,-22.61026192
4.09,-0.987261057
4.092,3.521239042
4.094,-48.38954544
4.096,-96.89509583
4.098,-52.39123535
4.1,-52.53913498
4.102,19.74897003
4.104,-86.13261414
4.106,-7.110622406
4.108,-67.38187408
4.11,-134.5202942
4.112,-86.70874023
4.114,-161.8742828
4.116,-120.897789
4.118,-106.4009399
4.12,-53.29243088
4.122,10.27304745
4.124,19.67089844
4.126,-62.72585678
4.128,-33.70505524
4.13,18.83861923
4.132,112.3088531
4.134,74.18261719
4.136,30.39800453
4.138,-46.03329086
4.14,71.15058899
4.142,115.5576096
4.144,118.4757919
4.146,37.68069839
4.148,-20.11811066
4.15,74.37104034
4.152,124.3161469
4.154,111.6824188
4.156,115.3482742
4.158,111.2837219
4.16,72.39967346
4.162,111.4803848
4.164,78.86856842
4.166,97.26251221
4.168,138.7578583
4.17,74.72827148
4.172,25.23587799
4.174,101.2015686
4.176,116.8658371
4.178,51.4823494
4.18,-28.2097435
4.182,-29.25066185
4.184,51.51019287
4.186,75.47483826
4.188,54.0643692
4.19,49.07785416
4.192,-13.59333611
4.194,-1.012616396
4.196,13.14433384
4.198,3.002717495
4.2,-26.89633369
4.202,-80.07743073
4.204,-49.89088058
4.206,80.66038513
4.208,91.93933105
4.21,19.90332222
4.212,-72.92891693
4.214,-93.24961853
4.216,-48.25443268
4.218,27.90862656
4.22,55.77822113
4.222,19.46019173
4.224,62.10258865
4.226,42.43770981
4.228,8.27215004
4.23,-10.73410606
4.232,-25.46216011
4.234,-25.50975418
4.236,-16.95829964
4.238,-15.43908691
4.24,-16.16912079
4.242,94.56634521
4.244,89.50523376
4.246,63.39223862
4.248,44.72335815
4.25,-44.80734253
4.252,-92.57271576
4.254,-35.41435623
4.256,23.33498955
4.258,77.98177338
4.26,88.0483017
4.262,125.2173004
4.264,106.4303818
4.266,138.2510376
4.268,187.2216339
4.27,104.4565811
4.272,145.574646
4.274,116.1313171
4.276,164.829361
4.278,212.3978577
4.28,181.1300354
4.282,220.5072479
4.284,264.6997375
4.286,214.8587341
4.288,166.388916
4.29,147.5103607
4.292,110.7918167
4.294,27.17376328
4.296,24.38541222
4.298,-16.01301384
4.3,7.02601099
4.302,39.27578354
4.304,54.43566513
4.306,47.90670395
4.308,84.22575378
4.31,186.4066467
4.312,201.8546753
4.314,180.0845947
4.316,179.253479
4.318,55.36887741
4.32,10.35741329
4.322,40.19568634
4.324,108.8869247
4.326,85.19461823
4.328,-1.059355617
4.33,-123.8096848
4.332,-61.95331192
4.334,-26.84485054
4.336,4.09220171
4.338,66.23062134
4.34,13.04100132
4.342,-28.15490913
4.344,-9.234303474
4.346,-67.70090485
4.348,-33.20177078
4.35,14.28196812
4.352,43.11886215
4.354,133.6523132
4.356,161.8579407
4.358,102.449379
4.36,14.97565079
4.362,-20.0943718
4.364,35.69974518
4.366,114.5755615
4.368,120.5796204
4.37,107.3285675
4.372,180.5379486
4.374,182.6897583
4.376,126.8610382
4.378,70.43217468
4.38,79.50354767
4.382,85.80908203
4.384,134.2381744
4.386,152.4110413
4.388,205.8831024
4.39,143.9950409
4.392,91.36659241
4.394,140.2002563
4.396,89.15287018
4.398,90.70540619
4.4,115.706749
4.402,6.528307915
4.404,-53.83059692
4.406,-17.54540825
4.408,-5.423888206
4.41,14.16349888
4.412,-41.66184235
4.414,-55.960186
4.416,18.33324432
4.418,2.678640604
4.42,13.23447609
4.422,39.39538574
4.424,12.25111485
4.426,14.61707497
4.428,31.20263672
4.43,8.566240311
4.432,-112.5426712
4.434,-71.495224
4.436,-2.371820211
4.438,8.381925583
4.44,-31.56889153
4.442,-27.25767136
4.444,11.96682072
4.446,43.33774185
4.448,28.80267906
4.45,39.19615555
4.452,-66.40596771
4.454,32.47063446
4.456,78.33010864
4.458,63.6439476
4.46,12.30293465
4.462,16.15512848
4.464,34.73707581
4.466,42.97706223
4.468,-26.48120689
4.47,-24.72061348
4.472,-15.17955399
4.474,-23.07378197
4.476,5.775775909
4.478,-12.47629452
4.48,49.05270767
4.482,34.14167786
4.484,-66.03470612
4.486,-59.81871033
4.488,-107.7735596
4.49,-13.37047672
4.492,82.63214111
4.494,41.13922119
4.496,24.33155441
4.498,64.20960236
4.5,-6.489557743
4.502,1.178317189
4.504,33.84945297
4.506,-37.64742279
4.508,-18.23760033
4.51,8.176177025
4.512,-37.72987366
4.514,-7.319746494
4.516,-6.419631004
4.518,24.38198471
4.52,59.93289566
4.522,96.12207031
4.524,86.6741333
4.526,102.2781601
4.528,111.5994873
4.53,58.83439255
4.532,18.65390968
4.534,34.08232498
4.536,153.7518158
4.538,97.94138336
4.54,70.84811401
4.542,16.29623413
4.544,-59.83060837
4.546,-77.21247864
4.548,3.069873095
4.55,8.374686241
4.552,26.64619446
4.554,-86.45913696
4.556,-113.9762497
4.558,-91.47062683
4.56,-90.61338043
4.562,-97.81243134
4.564,-48.15608978
4.566,-26.86593246
4.568,-68.34803772
4.57,-177.617569
4.572,-154.975235
4.574,-44.26190567
4.576,59.0327034
4.578,96.13415527
4.58,78.27398682
4.582,45.93579865
4.584,25.32194519
4.586,-32.07592773
4.588,-37.08874512
4.59,-36.07382584
4.592,-0.868016839
4.594,-56.29081345
4.596,-63.68719101
4.598,-75.46717072
4.6,-40.43341827
4.602,-57.47674561
4.604,-66.48042297
4.606,-59.56030273
4.608,35.07664108
4.61,56.67317581
4.612,101.8470612
4.614,130.8263092
4.616,144.9234772
4.618,137.066925
4.62,196.3701172
4.622,92.03381348
4.624,25.8433075
4.626,52.72657394
4.628,60.52890396
4.63,44.04824066
4.632,3.321488142
4.634,4.562149048
4.636,-11.13337994
4.638,2.770385265
4.64,57.49672318
4.642,63.09541702
4.644,-11.85451984
4.646,3.202517509
4.648,28.7657547
4.65,54.83444595
4.652,78.25794983
4.654,119.5516052
4.656,117.052948
4.658,84.90612793
4.66,30.10095024
4.662,9.066336632
4.664,-54.97083282
4.666,-74.29470062
4.668,-23.94813538
4.67,16.59735107
4.672,-4.810435772
4.674,39.21612549
4.676,4.934079647
4.678,-31.67480087
4.68,-85.67929077
4.682,-60.46248245
4.684,7.678277969
4.686,-5.912255287
4.688,-15.74295235
4.69,-31.43190384
4.692,-88.48339081
4.694,-89.2460022
4.696,-52.1600914
4.698,-55.1068306
4.7,-20.79381752
4.702,-31.00354576
4.704,-23.05057144
4.706,-3.21499753
4.708,18.37515259
4.71,69.99825287
4.712,-1.969822645
4.714,21.81254005
4.716,-41.72264481
4.718,-104.5806351
4.72,-110.4670639
4.722,-52.29674149
4.724,-88.86295319
4.726,-106.0877075
4.728,-128.2063293
4.73,-153.0083923
4.732,-39.51496887
4.734,-3.715000391
4.736,82.49910736
4.738,20.95153236
4.74,26.0083828
4.742,-49.1902771
4.744,-9.657572746
4.746,53.57915115
4.748,-17.22101212
4.75,-38.09428024
4.752,-22.02128029
4.754,43.52390289
4.756,83.95835876
4.758,-1.343606114
4.76,-87.72377777
4.762,-86.14328766
4.764,-22.9928112
4.766,-9.469758987
4.768,-21.08048058
4.77,20.01851082
4.772,-1.161551595
4.774,81.37140656
4.776,70.30670166
4.778,17.41375351
4.78,-4.788431168
4.782,-29.26952362
4.784,-55.61037064
4.786,-10.06964207
4.788,-10.15492916
4.79,-64.20258331
4.792,-63.85584641
4.794,-75.74539185
4.796,-95.03961182
4.798,-49.88030624
4.8,27.44520378
4.802,77.53486633
4.804,-19.70454597
4.806,-93.114151
4.808,-49.16394424
4.81,-30.6218071
4.812,-87.04135895
4.814,-104.3651199
4.816,-83.20072937
4.818,-30.10403442
4.82,-47.05937195
4.822,-14.94604588
4.824,-36.24051285
4.826,-43.65907288
4.828,6.755830288
4.83,37.42821503
4.832,13.55830383
4.834,-63.69235611
4.836,-146.5755463
4.838,-108.7582397
4.84,-43.68996429
4.842,39.43185043
4.844,68.86102295
4.846,106.884903
4.848,92.4467926
4.85,87.86312866
4.852,11.66644382
4.854,2.752594709
4.856,42.00019455
4.858,9.997030258
4.86,-1.253282428
4.862,54.68259811
4.864,54.88687897
4.866,32.53370667
4.868,-12.82385921
4.87,19.81859779
4.872,71.333992
4.874,94.06712341
4.876,144.0380859
4.878,67.84686279
4.88,55.00193787
4.882,30.58370399
4.884,135.5853424
4.886,104.5815506
4.888,98.45397949
4.89,152.2181396
4.892,220.1917419
4.894,172.2884369
4.896,133.8796844
4.898,-49.41355133
4.9,-63.50170135
4.902,-43.3960228
4.904,94.05084991
4.906,125.230896
4.908,107.2331543
4.91,46.51470566
4.912,-8.662400246
4.914,-51.48114777
4.916,-172.2028046
4.918,-116.9582901
4.92,-106.3742447
4.922,-176.0179291
4.924,-91.19002533
4.926,-58.10584259
4.928,-148.0345764
4.93,-39.4354248
4.932,-13.65424347
4.934,21.42449188
4.936,-22.41387558
4.938,-105.5036011
4.94,-150.6736603
4.942,-132.6000061
4.944,-137.1369934
4.946,-161.0684052
4.948,-162.8036957
4.95,-180.5405121
4.952,-153.2169037
4.954,-85.57820892
4.956,-75.28540802
4.958,-89.14967346
4.96,-70.2522583
4.962,-135.2993317
4.964,-144.1829071
4.966,-162.4008789
4.968,-100.0454254
4.97,-107.760437
4.972,-145.0454254
4.974,-162.350235
4.976,-142.4066772
4.978,-68.27166748
4.98,-67.96033478
4.982,6.032130241
4.984,58.66788864
4.986,64.95880127
4.988,0.075425491
4.99,-57.38747025
4.992,-41.14976501
4.994,-15.30601311
